,TEXT,SIZE,FREQMAX,VOLTMAX,AMPMAX
226,"The aim of this study was to compare the results of chronic stimulation and bilateral radiofrequency lesions of anterior thalamic nuclei in patients with pharmacoresistant epilepsy. The selection of the anterior nucleus of thalamus (ANT) as a potential target for treatment of pharmacoresistant epilepsy was based on data suggesting its crucial role in seizure propagation. This article describes the results of bilateral ANT lesions and chronic stimulation in 31 patients with refractory epilepsy. 19 patients underwent the stereotactic radiofrequency lesions of ANT (I group) and 12 have the ANT-DBS (II group). Targeting was based on stereotactic atlas information with correction of the final coordinates according to location of clearly visible structures and microelectrode recording. Both groups were quite similar in age, gender, seizures frequency and duration of disease. The median x, y, and z coordinates of ANT were found to be 2.9, 5, and 11 mm anterior, lateral, and superior to the midcommissural point, respectively. Mean seizures reduction reached 80,3% in I group with 2 non-responders and 91,2% in II group. 3 patients form I group and 4 patients from II group are seizure-free now. The morbidity rate was low in both groups. The stereotactic lesion and chronic stimulation of ANT both effective for seizure control in epilepsy originated from frontal and temporal lobes. Secondary generalized seizures more demonstrated more sensitivity to ANT lesions and stimulation comparatively to simple partial seizures. Microelectrode recording allows identifying the physiological borders of ANT and improves the surgical outcomes.",31,,,
227,"Objective: To test whether immature uncrossed corticospinal projections are maintained in the epileptogenic hemisphere in focal cortical childhood epilepsy. Background(s): While corticospinal connections are bilateral at birth, a predominantly contralateral corticospinal pattern develops by the toddler years. Early life acquired unilateral injury can alter the normal development of laterality such that uncrossed corticospinal connections persist in the uninjured hemisphere. Here, we evaluate whether focal epilepsy is also associated with abnormal patterns of laterality in the motor system. Design/Methods: Children with intractable focal epilepsy were enrolled and MRI-guided nTMS was applied with a figure-of-eight coil as part of the presurgical evaluation. Data were analyzed if subjects had: (1) focal, unilateral seizures, (2) successful nTMS mapping of the tibialis anterior (TA), (3) no lesion over M1 or corticospinal tract evident on MRI, and (4) preserved ipsilateral TA representation in only one hemisphere. Result(s): Of 117 patients (10mo-23y) who had nTMS for presurgical planning, 16 patients (13.2y +/-5.2) met the predefined criteria for the analysis, 15 of 16 patients (94%) with focal epilepsy and a unilaterally-preserved ipsilateral TA representation had the preserved ipsilateral corticospinal signal in the epileptic hemisphere (p<0.01). Conclusion(s): We demonstrate preserved uncrossed corticospinal connections in the affected hemisphere of children with focal epilepsy. In such patients this pathologically-preserved immature motor lateralization suggests an extension of the critical period for motor development, perhaps resulting from aberrant use-dependent plasticity in local cortical circuits or from use-dependent myelination of the ipsilateral corticospinal tracts. We hypothesize that abnormal development of laterality associated with pediatric epilepsy likely extends beyond the motor system, causing cortical crowding of cortical function and contributing to cognitive dysfunction in epilepsy.",117,,,
228,"Vagus nerve stimulation is an established therapy for refractory epilepsy patients with long-term efficacy reaching 75% seizure frequency decrease. The drawbacks of the therapy are the inability to predict response in individual patients, the lack of knowledge on optimal stimulation parameters and the 1/3 of patients who are non-responsive to the therapy. Elucidation of the mechanism of action may help to identify biomarkers for response, lead to the application of rationally chosen stimulation parameters and eventually an increase in outcome. Several lines of evidence support VNS-induced activation of the vagus nerve - locus coeruleus - norepinephrenic (VN-LC-NE) system as the key mechanism in its seizure-reducing effect. The level of VNS-induced NE release may be predictive of the seizure-suppressing effect, whereas a lack of NE increase following VNS could be indicative of non-response. Non-invasive indirect measures of NE level changes in the brain such as P3 recordings are currently being investigated as biomarkers for response prediction. The heart-brain connection, of which the vagus nerve is considered to represent the anatomical correlate, is a second line of research that may aid the search for response predictors. Stimulation of a major autonomic structure may be particularly suited to affect seizures that involve cortical areas that are implicated in the autonomic nervous system. The presence of impaired heart rate variability in epilepsy patients could be reflective of an autonomic imbalance that is susceptible to modulation with VNS. Both hypotheses imply that the presence of ictal heart rate changes in epilepsy patients may be predictive of VNS response. The measurement of cortical excitability by means of transcranial magnetic stimulation (TMS) showed that acute VNS produced a selective and pronounced increase in intracortical inhibition and found a correlation between optimal clinical outcome and VNS-induced cortical modulation. Combined strategies of invasive and non-invasive neurostimulation may be useful in predicting outcome.",0,,,
229,"In medial temporal lobe epilepsy (MTLE), the hippocampus plays a crucial role in the ictal onset, as has been demonstrated by various (invasive) electrophysiological and other studies in humans. This region often shows specific initial electroencephalographic epileptic form discharges. Significant seizure reductions observed after selective amygdalohippo-campectomy are in line with this presumed key function of the hippocampus in MTLE. Velasco et al. were the first to use diagnostic depth electrodes in humans to deliver electrical pulses to medial temporal lobe structures for 2-3 weeks prior to resective surgery. A chronic pilot trial in 2002 confirmed these preliminary findings, with 50-95% seizure reduction in three patients after 3-6 months of high-frequency hippocampal stimulation and after 6-10 years of continuation of this open-label trial 3/11 patients are now seizurefree for >3 years, 3/11 achieved a > 90% seizure reduction and 3/11 responded moderately with a 40-70% seizure reduction. In some of the patients (3/5) with unilateral MTLE maximum seizure frequency reduction was only achieved after initiation of bilateral hippocampal stimulation. Comparable results were found in two other open-label trials with longterm follow-up. In two small RCTs seizure reduction reached statistical significance but seizure reduction in these RCTs was less clear compared to the results of open-label trials. Recent studies by Cukiert et al, Velasco et al. and Boex and colleagues confirmed the seizure reduction potential of hippocampal DBS in various subpopulations. With appropriate stimulation parameter settings neither uni- nor bilateral hippocampal stimulation resulted in neuropsychological deterioration and has actually been associated with enhanced emotional well-being. Current experimental animal research on the underlying mechanism(s) of action of hippocampal DBS aims at an optimization of the stimulation protocol and increased seizure reduction rates. While resective surgery remains the treatment of choice for pharmacologically refractory MTLE patients, hippocampal DBS seems a valuable alternative for those patients who are unsuitable surgical candidates (independent bitemporal foci, high risk of memory decline,) or who are reluctant to undergo resective brain surgery.",3,,,
230,"Objectives (A) To develop a TMS-EEG stimulation and data analysis protocol in genetic generalized epilepsy (GGE). (B) To investigate the diagnostic accuracy of TMS-EEG in GGE. Methods Pilot experiments resulted in the development and optimization of a paired-pulse TMS-EEG protocol at rest, during hyperventilation (HV), and post-HV combined with multi-level data analysis. This protocol was applied in 11 controls (C) and 25 GGE patients (P), further dichotomized into responders to antiepileptic drugs (R, n = 13) and non-responders (n-R, n = 12).Features (n = 57) extracted from TMS-EEG responses after multi-level analysis were given to a feature selection scheme and a Bayesian classifier, and the accuracy of assigning participants into the classes P-C and R-nR was computed. Results On the basis of the optimal feature subset, the cross-validated accuracy of TMS-EEG for the classification P-C was 0.86 at rest, 0.81 during HV and 0.92 at post-HV, whereas for R-nR the corresponding figures are 0.80, 0.78 and 0.65, respectively. Applying a fusion approach on all conditions resulted in an accuracy of 0.84 for the classification P-C and 0.76 for the classification R-nR. Conclusion TMS-EEG can be used for diagnostic purposes and for assessing the response to antiepileptic drugs. Significance TMS-EEG holds significant diagnostic potential in GGE.Copyright © 2016 International Federation of Clinical Neurophysiology",25,,,
231,"For the one-third of patients with epilepsy whose seizures are refractory to medications and who are not surgical or dietary therapy candidates, alternative therapies such as neurostimulation provide a promising alternative. Neurostimulation techniques include vagus nerve stimulation, deep brain stimulation (particularly stimulation of the anterior thalamus), and responsive neurostimulation. Accumulating data support neurostimulation techniques as a safe and effective option for seizure reduction and improved quality of life for drug-refractory patients.Copyright © 2017 by Georg Thieme Verlag KG, Stuttgart New York.",0,,,
232,"Objectives To evaluate the efficacy of intracranial stimulation to treat refractory epilepsy in children. Methods This is a retrospective analysis of a pilot study on all 8 children who had intracranial electrical stimulation for the investigation and treatment of refractory epilepsy at King's College Hospital between 2014 and 2015. Five children (one with temporal lobe epilepsy and four with frontal lobe epilepsy) had subacute cortical stimulation (SCS) for a period of 20-161 h during intracranial video-telemetry. Efficacy of stimulation was evaluated by counting interictal discharges and seizures. Two children had thalamic deep brain stimulation (DBS) of the centromedian nucleus (one with idiopathic generalized epilepsy, one with presumed symptomatic generalized epilepsy), and one child on the anterior nucleus (right fronto-temporal epilepsy). The incidence of interictal discharges was evaluated visually and quantified automatically. Results Among the three children with DBS, two had >60% improvement in seizure frequency and severity and one had no improvement. Among the five children with SCS, four showed improvement in seizure frequency (>50%) and one chid did not show improvement. Procedures were well tolerated by children. Conclusion Cortical and thalamic stimulation appear to be effective and well tolerated in children with refractory epilepsy. SCS can be used to identify the focus and predict the effects of resective surgery or chronic cortical stimulation. Further larger studies are necessary.Copyright © 2016 European Paediatric Neurology Society",0,,,
233,"Neurostimulation can be an alternative treatment for medically intractable epilepsy, especially when the resective surgery could not be performed. The author reported a case of 19-year-old, right-handed male patient who had a history of intractable epilepsy for 11 years after post viral encephalitis associated with status epilepticus. Following the failure of antiepileptic medications and then resective surgery, anterior thalamic deep brain stimulation (DBS) was performed. Indirect targeting of anterior thalamic nuclei could not be used because of asymmetric brain shift from prior multilobar resections. Direct targeting of anterior thalamic nuclei from MRI T1 sequence, Short Tau Inversion Recovery (STIR) sequence combined neurophysiological mapping by microelectrode recording were used as a technique for implantation of DBS electrodes. The stimulation was turned on with 145 Hz, pulse width 90 microseconds, 5 volts with cycling mode 1 minute ""on"" and 5 minutes ""0ff"". The antiepileptic medications continued the same as pre-operative state. Sixty percent seizure reduction was achieved in 24 months after surgery. There were no side effects of DBS during the follow-up period. Anterior thalamic DBS can be performed safely with satisfactory seizure outcomes. Direct targeting of anterior thalamic nuclei combination with microelectrode recording can be very helpful, especially when asymmetric basal ganglion structures were detected.Copyright © 2016, Medical Association of Thailand. All rights reserved.",0,,,
234,"Objectives: To investigate the clinical outcome of patients treated with chronic deep brain stimulation (DBS) of the centromedian nucleus (CM) for refractory epilepsy and to determine the location of active contacts. Method(s): The outcome of CM stimulation was evaluated as percent seizure reduction compared to the baseline 3 months. To establish the location of active contacts, 27 leads were studied in 14 patients with refractory epilepsy. An analysis was conducted to reveal whether any coordinates of the center of the active contacts predicted percent seizure reduction. Result(s): With an average follow-up of 18.2 +/- 5.6 months, the mean percent seizure reduction (n = 14) was 68 +/- 22.4% (25-100%). Eleven of the 14 patients (78.6%) achieved >50% improvement in seizure frequency. Specifically, all 4 patients (100%) with generalized epilepsy (Lennox-Gastaut syndrome) and 7 of 10 patients (70%) with multilobar epilepsy showed >50% reduction in seizure frequency. The mean coordinates of the center of the active contact were located in the superior part of the anterior ventrolateral CM. The calculated coordinates of laterality from midline (x), anterior-posterior (y) and height (z) from the posterior commissure did not correlate with seizure outcome measured by percent seizure reduction. However, the locations of active contacts used during chronic CM stimulation in multilobar epilepsy were identified more dorsal to those used in generalized epilepsy. Conclusion(s): Chronic CM stimulation is a safe and effective means in the treatment of refractory epilepsy.Copyright © 2016 S. Karger AG, Basel.",14,,,
235,"Objective: Deep transcranial magnetic stimulation (TMS) with an H-1 coil was recently approved by the U.S. Food and Drug Administration (U.S. FDA) for treatment-resistant depression (TRD) in adults. Studies assessing the safety and effectiveness of deep TMS in adolescent TRD are lacking. The purpose of this brief report is to provide a case history of an adolescent enrolled in an investigational deep TMS protocol. Method(s): A case history is described of the first participant of a sham-controlled clinical trial who had a seizure in the course of deep TMS with parameter settings extrapolated from the adult studies that led to US FDA approval (H-1 coil, 120% target stimulation intensity, 18 Hz, 55 trains of 2-second duration, total 1980 pulses). Result(s): The participant was a 17-year-old unmedicated female, with no significant medical history and no history of seizures or of drug or alcohol use. Brain magnetic resonance imaging showed no structural abnormalities. She initially received sham, which was well tolerated. During active treatment sessions, titration began at 85% of motor threshold (MT) and increased by 5% per day. Her weekly MT measurements were stable. On her first day of 120% MT (8th active treatment), during the 48th train, the participant had a generalized, tonic-clonic seizure that lasted 90 seconds and resolved spontaneously. She had an emergency medicine evaluation and was discharged home without anticonvulsant medications. There were no further seizures reported at a 6-month follow-up. Conclusion(s): We report a deep TMS-induced generalized tonic-clonic seizure in an adolescent with TRD participating in a clinical trial. Given the demonstrated benefits of deep TMS for adult TRD, research investigating its use in adolescents with TRD is an important area. However, in light of this experience, additional precautions for adolescents should be considered. We propose that further dose-finding investigations are needed to refine adolescent-specific parameters that may be safe and effective for treating adolescents with TRD with deep TMS.Copyright © Mary Ann Liebert, Inc. 2016.",0,,,
236,"Background: Deep brain stimulation (DBS) of the anterior nucleus of the thalamus) (ANT) has been suggested as a treatment option in refractory epilepsy. The targeting of ANT is especially challenging due to its poor visualization in commonly used MRI sequences, lack of easily observable symptom relief during surgery and high degree of anatomical variation between individuals. Objective(s): To study whether intraoperative microelectrode recording (MER), a method widely used in movement disorder surgery, provides clinically relevant information during the ANT-DBS implantation procedure. Method(s): A total of 186 MER samples from 5 patients and 10 thalami obtained from ANT-DBS surgery for refractory epilepsy were analyzed with respect to the signal characteristics and location in 3-tesla (3T) MRI STIR (short T1 inversion recovery) images. The location of each MER sample was calculated relative to visible borders of the ANT after correction of the sample locations according to the position of the final DBS electrode in postoperative CT-MRI fusion images. Result(s): We found that the lateral aspect of the ANT lacked spiking activity consistent with the presence of white matter. The spike frequency in samples correlating with location at the ANT showed significantly lower spike frequency compared to samples correlating with location at the ventral anterior nucleus (median 3.0 and 7.0 spikes/2 s; p < 0.05), but spike bursts were morphologically similar in appearance. Trajectories entering the dorsomedial nucleus according to 3T MRI STIR images showed a yet different firing pattern with more low-amplitude regular activity. Conclusion(s): Our data suggest that MER provides clinically relevant information during implantation surgery by demonstrating both nucleus-specific neuronal firing patterns and white matter laminae between different nuclear groups.Copyright © 2016 S. Karger AG, Basel.",5,,,
237,"Objectives: Interpreting the postoperative electroencephalographic (EEG) driving response (DR) as an indicator of electrode placement within the thalamic nucleus in deep brain stimulation (DBS) of the anterior nucleus of the thalamus (ANT) for refractory epilepsy is controversial. Material(s) and Method(s): We retrospectively investigated the relationship between postoperative EEG DR and the location of 11 electrodes in 6 patients who underwent ANT DBS for refractory epilepsy. Result(s): Cerebral synchronizing EEG DR was observed in 10 electrodes. However, 9 of the 11 electrodes were located within the ANT. For the 2 electrodes that missed the ANT, DR was observed in 1 misplaced electrode facing the anterior surface of the ANT within the third ventricle. The other misplaced electrode without DR elicitation showed a DR after electrode repositioning. Conclusion(s): The diagnostic significance of DR as indirect evidence of electrodes being within thalamic nuclei is limited. If DR is not elicited, it should be regarded as a misplacement. Even if DR is elicited, it may not be interpreted as a sound indicator of proper electrode placement within the thalamus. A sophisticated, postoperative imaging study is warranted in every case of ANT DBS.Copyright © 2016 S. Karger AG, Basel.",6,,,
238,"Objective: In this study we analyzed the effects of transcranial magnetic stimulation (TMS) on sleep and on the self-perceived quality of life in epileptic patients. Method(s): A total of 24 male patients diagnosed with focal epilepsy were included in the study. Pharmacological treatment with levetiracetam was standardized at 2 g daily. Before TMS onset, all-night polysomnographic recording (PSG) was performed, and the Quality of Life in Epilepsy Inventory (QOLIE-31) was administered. Thereafter, patients underwent low-frequency repetitive TMS (1000 pulses/1 Hz) daily for 10 days. After the end of the treatment, a second polysomnographic study was performed, and the QOLIE-31 questionnaire was administered again. Result(s): TMS induced a significant increase in sleep efficiency and in total sleep time, along with a decrease in sleep latency and the number of awakenings. In addition, the number of interictal discharges during sleep decreased significantly. Concerning the QOLIE-31 scale values, the patients showed great improvement in the self-perceived quality of life. Conclusion(s): The present results indicate that TMS may mediate therapeutic effects in the treatment of patients with focal epilepsy, and that TMS treatment is accompanied by improvement of sleep patterns as well as improvement in self-perceived quality of life. However, a study that includes a control group undergoing sham stimulation is needed to confirm these findings.Copyright © 2015 Elsevier B.V.",24,,,
239,"Background: Deep brain stimulation (DBS) of the anterior nucleus of thalamus (ANT) is an evolving treatment option in refractory focal epilepsy. Due to poor visualization of ANT in traditional MRI sequences used for movement disorder surgery, targeting of ANT is mainly based on stereotactic atlas information. Sophisticated 3T MRI methods enable visualization of ANT, but 1.5T MRI is still preferred or more readily available in a large number of centers performing DBS. Objective(s): In the present study, we sought to determine whether ANT could be adequately visualized at 1.5T MRI pre- and postoperatively using imaging techniques similar to the ones visualizing ANT in 3T MRI. A total of 15 MRI examinations with short tau inversion recovery (STIR) and T1-weighted magnetization prepared gradient echo (MPRAGE) images were performed to visualize ANT in nonepileptic subjects (n = 2), patients with vagus nerve stimulator (VNS) (n = 3), stereotactic MRI (n = 3), patients with ANT-DBS (n = 7). Result(s): ANT was distinctly visualized in STIR and T1-weighted MPRAGE images in patients without implanted stimulators, with Leksell stereotactic frame and with fully implanted VNS. Postoperative 1.5T MRI was able to demonstrate some of the anatomical landmarks around ANT enabling assessment of electrode contact locations. Conclusion(s): The visualization of ANT is possible in preoperative 1.5T MRI enabling direct targeting of ANT all examined situations. The use of indirect targeting and its inherent potential for lead misplacement due to anatomical variation may be avoided using these MRI methods. Furthermore, postoperative MRI with STIR and T1-weighted MPRAGE images enable detailed postoperative assessment of contact locations.Copyright © 2016 International Neuromodulation Society",0,,,
240,"Introduction: Repetitive transcranial magnetic stimulation (rTMS) is an established non-invasive neurostimulation technique that is able to induce neuromodulatory effects outlasting the duration of the stimulation train. The cortical excitability disturbance in epilepsy provides a rationale for investigating the efficacy of low-frequency rTMS as a treatment for epilepsy patients. Sofar clinical trials in epilepsy patients have shown conflicting results ranging from ineffective to very effective. Areas covered: This manuscript provides an overview of the performed studies, retrieved from a PubMed search, and a critical appraisal of their results. A number of conclusions are drawn and potential optimization strategies are discussed. Expert commentary: Although the therapeutic efficacy of rTMS in refractory epilepsy has not yet been established, the non-invasiveness of the technique warrants further investigation of rTMS as a treatment for epilepsy.Copyright © 2016 Informa UK Limited, trading as Taylor & Francis Group.",0,,,
241,"For patients with pharmacoresistant focal epilepsy in whom surgical resection of the epileptogenic focus fails or was not feasible in the first place, there were few therapeutic options. Increasingly, neurostimulation provides an alternative treatment strategy for these patients. Vagal nerve stimulation (VNS) is well established. Deep brain stimulation (DBS) and cortical responsive stimulation (CRS) are newer neurostimulation therapies with recently published long-Term efficacy and safety data. In this literature review, we introduce these therapies to a non-specialist audience. Furthermore, we compare and contrast long-Term (5-year) outcomes of newer neurostimulation techniques with the more established VNS. A search to identify all studies reporting long-Term efficacy (>5a ..years) of VNS, CRS and DBS in patients with refractory focal/partial epilepsy was conducted using PubMed and Cochrane databases. The outcomes compared were responder rate, percentage seizure frequency reduction, seizure freedom, adverse events, neuropsychological outcome and quality of life. We identified 1 study for DBS, 1 study for CRS and 4 studies for VNS. All neurostimulation technologies showed long-Term efficacy, with progressively better seizure control over time. Sustained improvement in quality of life measures was demonstrated in all modalities. Intracranial neurostimulation had a greater side effect profile compared with extracranial stimulation, though all forms of stimulation are safe. Methodological differences between the studies mean that direct comparisons are not straightforward. We have synthesised the findings of this review into a pragmatic decision tree, to guide the further management of the individual patient with pharmacoresistant focal-onset epilepsy.Copyright © 2016 Published by the BMJ Publishing Group Limited.",0,,,
242,Purpose To evaluate the efficacy of chronic continuous hippocampal deep brain stimulation (DBS) in nonlesional refractory mesial temporal lobe epilepsy. Methods Three adult patients with medically intractable epilepsy treated with hippocampal DBS were studied. Two patients underwent invasive recordings with depth stereo-electroencephalography (SEEG) electrodes to localize ictal onset zone prior to implantation of DBS electrodes. All the patients with no lesion in brain magnetic resonance imaging (MRI) scan received bilateral implantation of DBS electrodes. Chronic continuous high-frequency hippocampal stimulation was applied during treatment. The number of seizures in each patient before and after stimulation was compared. Results Long-term hippocampal stimulation produced a median reduction in seizure frequency of 93%. Two out of these patients received unilateral activation of the electrodes and experienced a 95% and 92% reduction in seizure frequency after hippocampal DBS respectively. The last patient had bilateral electrode activation and had a seizure-frequency reduction of 91%. None of the patients had neuropsychological deterioration and showed side effects. Generalized tonic-clonic seizures disappeared completely after hippocampal DBS. Conclusions Chronic continuous hippocampal DBS demonstrated a potential efficiency and safety in nonlesional refractory mesial temporal lobe epilepsy and might represent an effective therapeutic option for these patients.Copyright © 2016 British Epilepsy Association. Published by Elsevier Ltd. All rights reserved.,3,,,
243,"BACKGROUND: Anterior nucleus (AN) deep brain stimulation (DBS) is a palliative treatment for medically refractory epilepsy. The long-term efficacy and the optimal target localization for AN DBS are not well understood. OBJECTIVE(S): To analyze the long-term efficacy of AN DBS and its predictors. METHOD(S): We performed a retrospective review of 16 patients who underwent AN DBS. We selected only patients with reliable seizure frequency data and at least a 1-year follow-up. We studied the duration of the seizure reduction after DBS insertion and before stimulation (the insertional effect) and its association with long-term outcome. We modeled the volume of activation using the active contacts, stimulation parameters, and postoperative imaging. The overlap of this volume was plotted in Montreal Neurological Institute 152 space in 7 patients with significant clinical efficacy. RESULT(S): Nine patients reported a decrease in seizure frequency immediately after electrode insertion (insertional or microthalamotomy effect). The duration of insertional effect varied from 2 to 4 months. However, 1 patient had a long-term insertional effect of 36 months. Altogether, 11 patients reported >50% decrease in seizure frequency with long-term stimulation. The most common pattern of seizure control was immediate and sustained stimulation benefit (n 8). In patients with long-term stimulation benefit, the efficacious target was localized in the anteroventral AN in close proximity to the mammillothalamic tract. CONCLUSION(S): AN DBS is efficacious in the control of seizure frequency in selected patients. An insertional effect is commonly observed (56%). The most efficacious site of stimulation appears to be the anteroventral AN.Copyright © 2015 by the Congress of Neurological Surgeons.",16,,,
244,"Objective The effect of electrical stimulation on brain glutamate release in humans is unknown. Glutamate is elevated at baseline in the epileptogenic hippocampus of patients with refractory epilepsy, and increases during spontaneous seizures. We examined the effect of 50 Hz stimulation on glutamate release and its relationship to interictal levels in the hippocampus of patients with epilepsy. In addition, we measured basal and stimulated glutamate levels in a subset of these patients where stimulation elicited a seizure. Methods Subjects (n = 10) were patients with medically refractory epilepsy who were undergoing intracranial electroencephalography (EEG) evaluation in an epilepsy monitoring unit. Electrical stimulation (50 Hz) was delivered through implanted hippocampal electrodes (n = 11), and microdialysate samples were collected every 2 min. Basal glutamate, changes in glutamate efflux with stimulation, and the relationships between peak stimulation-associated glutamate concentrations, basal zero-flow levels, and stimulated seizures were examined. Results Stimulation of epileptic hippocampi in patients with refractory epilepsy caused increases in glutamate efflux (p = 0.005, n = 10), and 4 of ten patients experienced brief stimulated seizures. Stimulation-induced increases in glutamate were not observed during the evoked seizures, but rather were related to the elevation in interictal basal glutamate (R2 = 0.81, p = 0.001). The evoked-seizure group had lower basal glutamate levels than the no-seizure group (p = 0.04), with no stimulation-induced change in glutamate efflux (p = 0.47, n = 4). Conversely, increased glutamate was observed following stimulation in the no-seizure group (p = 0.005, n = 7). Subjects with an atrophic hippocampus had higher basal glutamate levels (p = 0.03, n = 7) and higher stimulation-induced glutamate efflux. Significance Electrical stimulation of the epileptic hippocampus either increased extracellular glutamate efflux or induced seizures. The magnitude of stimulated glutamate increase was related to elevation in basal interictal glutamate, suggesting a common mechanism, possibly impaired glutamate metabolism. Divergent mechanisms may exist for seizure induction and increased glutamate in patients with epilepsy. These data highlight the potential risk of 50 Hz stimulation in patients with epilepsy.Copyright © 2016 International League Against Epilepsy.",10,,,
245,"Summary Objective Determine the efficacy and side effects of low-frequency repetitive transcranial magnetic stimulation (rTMS) to treat refractory neocortical epilepsy and study differences in effect between a figure-8 and round coil type. Methods This single-center randomized sham-controlled crossover trial (NCT01745952 on ClinicalTrials.gov) included 11 patients with well-defined focal epilepsy. rTMS (0.5 Hz) was targeted to the focus during three treatment conditions consisting of 1,500 stimulations/day for 10 weekdays at 90% of resting motor threshold (rMT) followed by a 10-week observation period. Patients were randomized for the order in which the figure-8, round, and sham coil were used. Outcome assessors and patients were blinded to the type of coil used. The primary outcome measure was the percentage of seizure reduction after active rTMS treatment. Other outcome measures were responder rate, quality of life, and side effects. Results There was no difference between a figure-8 and round coil. None of the patients achieved an overall 50% seizure reduction. One patient responded during 1 month after treatment with either active coil, followed by a significant increase in seizure frequency. Another patient had a fourfold increase in seizure frequency during rTMS treatment. Significance This study provides evidence that rTMS is on average not effective for reducing seizure frequency. No difference in effectiveness between the different coil types was observed. It can, however, exacerbate seizures during treatment and lead to a rebound in seizure frequency after an initial reduction.Copyright © 2015 International League Against Epilepsy.",11,,,
246,"Background Deep brain stimulation of the anterior nucleus of the thalamus (ANT) is an emerging therapy for refractory focal epilepsy. However, the most optimal target for stimulation has not been unambiguously described. Objective In the present study, we investigated the correlation between the stimulation site and outcome in order to define the optimal target for deep brain stimulation in refractory epilepsy. Methods The locations of 62 contacts used in 30 treatment attempts in 15 prospectively followed patients during a 5 year period were assessed. Treatment attempts were classified into responding and non-responding trials using seizure reduction and side effect profile as criteria. The locations of active contacts were calculated with respect to mid-commissural point and visible borders of ANT in 3T MRI (ANT-normalized coordinate system) aiming to minimize the confounding effect of individual variation in the location and size of the ANT. Results Contacts in successful treatment trials were located significantly more anterior and superior both in AC-PC and ANT-normalized coordinate systems. Favourable outcome was observed at 3T MRI based location of ANT but not at location predicted by Schaltenbrandt atlas sagittal data. Contacts used in successful trials were at anterior aspect of the ANT complex evidenced by the ANT-normalized coordinate system. Conclusion The anti-epileptic effect of anterior thalamic DBS may be dependent on stimulation site especially in the anterior to posterior axis. Extensive anatomical variation confounds severely the targeting of ANT. Therefore, direct visualization of the desired target for stimulation is essential for favourable outcome in refractory epilepsy.Copyright © 2016 Elsevier Inc. All rights reserved.",15,,,
247,"Objective: In patients with benign myoclonus epilepsy (ME), giant sensory-evoked potential (SEP) reflects the hyperexcitability of the sensory cortex. The aim of this study was to compare the effect of quadripulse transcranial magnetic stimulation (QPS) on the median nerve SEP between ME patients and healthy subjects. Method(s): Ten healthy volunteers and six ME patients with giant SEP participated in this study. QPSs at interpulse intervals (IPIs) of 5, 30, 50, 100, 500 and 1250 ms were applied over the left primary motor cortex (M1) for 30 min. The peak-to-peak amplitudes of N20 to P25 (N20-P25) and P25 to N33 (P25-N33) components were measured at the left somatosensory cortex. Result(s): In healthy participants, the P25-N33 was bidirectionally modulated by QPS over M1, following the Bienenstock-Cooper-Munro (BCM) theory. The N20-P25 was not affected by any QPSs. In ME patients, the giant P25-N33 was potentiated after any QPSs. Furthermore, the N20-P25 was also potentiated after QPS at IPIs of 5, 30, 50 100 or 500 ms. Conclusion(s): In ME patients, the cascade for long-term depression-like effects may be impaired. Significance: The giant SEP was furthermore enhanced by QPS.Copyright © 2015 International Federation of Clinical Neurophysiology.",6,,,
248,"Objectives: Intracranial direct electrical stimulation (iDES) uses different parameters for mapping the epileptogenic and functional areas in patients with drug-resistant epilepsy. We aim at finding the common factor driving the electrographic responses to various iDES protocols reported in the literature. Method(s): We recorded early responses to single-pulse iDES in 11 subjects undergoing stereoelectroencephalographic presurgical evaluation. We systematically explored the role of several pulse parameters in evoking responses: monophasic versus biphasic pulses, current intensity, and pulse duration. We performed a correlation and regression analysis between responses to different protocols by amplitude, duration, and charge per phase. Result(s): Regression analysis revealed that the responses were similar for the same charge per phase, regardless of their pulse duration and amplitude. Over eighty percent (82.8%) of the responses to variable pulse duration biphasic stimulation and between 58.6% and 81.9% of the responses to monophasic stimulation, depending on pulse polarity, were correlated to the responses evoked by the variable amplitude biphasic protocol, when expressing stimulus strength in terms of charge per phase. Conclusion(s): Regardless of the combination of different stimulation currents, it is the underlying charge per phase parameter that determines the magnitude of the responses to single-pulse electrical stimulation. Significance: Our results provide a unifying method for comparing iDES protocols.Copyright © 2015 International Federation of Clinical Neurophysiology.",11,,,
249,"Epilepsy affects 50 million people worldwide and about 30% of these patients will not be adequately controlled with antiepileptic drugs (AEDs) alone. For patients where resective surgery is not indicated, deep brain stimulation (DBS) may be an effective alternative. The majority of available literature targets the thalamic nuclei (anterior; centromedian), subthalamic nucleus, hippocampus, and cerebellum. Here, we review patient outcomes and adverse events related to DBS to these various targets. Data show DBS may be a safe and effective treatment option for refractory epilepsy.Copyright © 2015 Published by Elsevier B.V.",0,,,
